Title,Time_Created,Category,Teaser
Customs Department rolls out anti-graft tool,2017-08-02 10:05:00,Exclusive, THE Customs Department has put in place an almost airtight screening system to minimise chances of its personnel engaging in corruption.
[EXCLUSIVE] Taking a bite out of shark catches,2017-07-31 11:29:00,Exclusive,SECURITY concerns and erratic weather patterns appear to have reduced shark and ray landings in Sabah in the last five years.
Fake medical chits 'issued' by hospital,2017-07-30 11:32:00,Exclusive," A government hospital here is on full alert following the discovery of fake medical chits, bearing its stamp, being issued to patients."
"Friends, maybe? Selangor Pas hints at possibility of working with DAP for GE14",2017-07-28 23:29:00,Exclusive,HARIZ MOHD
MACC to hand in investigation papers on FGV probe,2017-07-27 10:23:00,Exclusive,SEVERAL people are expected to be hauled to court soon as the Malaysian Anti-Corruption Commission (MACC) wraps up its investigations into the Felda Global Ventures Holdings Bhd (FGV) scandal.
More lethal sting for RMAF's Hornets,2017-07-24 19:29:00,Exclusive,"“STICK me in this jet, and I’ll take her anywhere,” said a Royal Malaysian Air Force F/A-18D Hornet ‘driver’.”"
Beautiful to the extreme,2017-07-23 14:07:00,Exclusive,"Cosmetic surgery seems to have become more extreme. Today, it is not just about fixing the nose and tucking the tummy. As the popularity of social media soars, it is easy to gain instant fame by looking like a collectible doll or a computer game character"
"500,000 people may have Hepatitis C",2017-07-21 10:48:00,Exclusive," HALF a million of Malaysians are estimated to have Hepatitis C, which if left untreated can be fatal or lead to liver cancer or cirrhosis."
[EXCLUSIVE] 'Hero guards' have no work permits,2017-07-20 10:39:00,Exclusive, The Nepalese guards hailed as “heroes” when they carried out their duty by standing firm against a mixed martial arts (MMA) fighter are in hot water.
[EXCLUSIVE] Would-be I.S. Malaysian chief killed,2017-07-20 10:21:00,Exclusive,"A SENIOR Islamic State militant who had been singled out to be the next Malaysian chief in Syria has been killed in an airstrike, according to intelligence."
MRT line a game-changer,2017-07-16 12:10:00,Exclusive,"AN estimated 1.1 million people travel by train and buses in Kuala Lumpur every day, according to the Land Public Transport Commission (SPAD)."
The Malaysian example: 'A beautiful image of Islam',2017-07-13 11:02:00,Exclusive,"Tunisian leader Rached Ghannouchi’s mild demeanour belies the political storm he had weathered in his country for decades. Upon returning from exile in the United Kingdom, Rached remained a firm believer in democracy and understood the sacrifices needed to uphold peace."
'Traders exploiting Orang Asli',2017-07-11 09:24:00,Exclusive,ORANG Asli in Terengganu who have yet to assimilate in new settlements have been manipulated by unscrupulous traders.
"Penang folk waste 700,000kg of food daily",2017-07-10 10:55:00,Exclusive,"FOR more than half a century, Penang relished its reputation as a food haven."
Impulse buying: Gen-Y face online shopping debt trap,2017-07-09 12:27:00,Exclusive,"IT all started when Amy (not her real name), 31, needed to buy a present for a friend’s baby shower. She visited online shopping sites to “look around”."
Stricter licensing procedures to counter abuse of fishing permits,2017-07-09 12:15:00,Exclusive,"THE Fisheries Department has introduced several measures to counter the abuse of deep-sea fishing licences, which is believed to have led to the depletion of the country’s marine resources. "
Syndicates stealing fish from our waters,2017-07-09 11:40:00,Exclusive,UNSCRUPULOUS local businessmen are believed to be in cahoots with foreign fishermen to deplete the country’s marine resources at the exclusive economic zone (EEZ).
Exclusive: More bite in fight against terrorism,2017-07-07 09:38:00,Exclusive," The country may, for the first time, see two “deputy sheriffs” in its 120,000-strong police force."
[EXCLUSIVE] Another Malaysian IS confirmed killed in southern Philippines conflict,2017-07-06 09:22:00,Exclusive,THE official tally of Malaysians left fighting alongside the Islamic State (IS) group in southern Philippines has been further reduced with the confirmed death of a seasoned fighter from Sabah.
[EXCLUSIVE] MACC calls up five port officials over missing military equipment,2017-07-04 08:38:00,Exclusive,THE Malaysian Anti-Corruption Commission will call up five top management officials of the Port of Tanjung Pelepas (PTP) in Johor over the release of a container with high-tech military radar equipment without following proper procedures.
[EXCLUSIVE] Immigration Department calls for more autogates,2017-07-01 12:12:00,Exclusive," THE Immigration Department, which has been forced to grapple with massive congestion at the country’s main gateway during peak seasons, sees only one solution to the problem — more autogates."
[EXCLUSIVE] Docs now required to 'upgrade' skills,2017-07-01 11:48:00,Exclusive," THE more than 40,000 doctors in the country will be compelled to undergo specific hours of upskilling programmes by the Health Ministry and selected professional societies before they can renew their Annual Practising Certificates (APCs)."
Madani: Proton needs partner to move forward sustainably,2017-06-22 11:50:00,Exclusive," The government has not given up on Proton, and has, in fact, provided more assistance to the national carmaker in the last five years compared with before."
FGV crisis to end soon,2017-06-19 12:35:00,Exclusive,"THE fate of Felda Global Ventures Holdings Bhd’s (FGV) boardroom tussle will finally be resolved this week, and the ultimate decision will depend on its golden shareholder."
Intel shows Mahmud plotted siege with others,2017-06-19 11:00:00,Exclusive," FOREIGN intelligence has confirmed that Malaysia’s most wanted terrorist, Dr Mahmud Ahmad, was among those who had plotted the deadly Battle of Marawi, which has claimed more than 200 lives."
Bullying: Can we end it?,2017-06-18 12:35:00,Exclusive,"JUST two weeks after the death of National Defence University of Malaysia naval cadet Zulfarhan Osman Zulkarnain, 21, from physical injuries believed to have been inflicted by his university mates, another victim of bullying breathed his last on Thursday."
"'Bullies are violent, weak': Experts",2017-06-18 12:30:00,Exclusive,“BULLYING is never acceptable. It’s hurtful and part of a cycle of aggressive behaviour. Bullies are not strong — they’re violent and weak.
"Apathy of bullies, bystanders a factor",2017-06-18 12:07:00,Exclusive,"CRIMINOLOGIST Dr Geshina Ayu Mat Saat of the Forensic Science Programme at Universiti Sains Malaysia (USM) says bullies are often repeat offenders, but they can be rehabilitated."
Bullying: Education Ministry open to enhancing teachers' problem-solving skills,2017-06-18 11:51:00,Exclusive, The Education Ministry is open to introducing anti-bully training modules for disciplinary teachers following the fatal cases recently.
Love scam: Spinning a web of deceit,2017-06-11 12:34:00,Exclusive,"Police say that advances in technology have resulted in a growing number of love scam cases. A total of 2,497 were recorded last year with losses amounting to nearly RM100 million. Another surprising fact is that an increasing number of millennials and Gen Y professionals are falling victim to the sweet words of these fake cyberlovers."
"1,345 drowning cases since 2013",2017-06-11 10:56:00,Exclusive,"The first Fire and Rescue Dept diving team was established in Perak in 1987. Now, every state has a team. Altogether they handle more than 300 calls annually."
FGV tussle: MACC expected to probe six areas,2017-06-09 11:38:00,Exclusive, GRAFTBUSTERS looking into possible misconduct and abuse of power in Felda Global Ventures Holdings Bhd (FGV) are expected to probe into at least six areas that would warrant their attention.
MCC takes over Telekom Malaysia co-op to restore order,2017-06-08 12:01:00,Exclusive, THE Malaysian Cooperative Commission (MCC) has moved to take over the management of Koperasi Telekom Malaysia Bhd (Kota Mas) to protect the sanctity of the country’s first registered cooperative.
Online shoppers in a web of scammers,2017-06-04 13:01:00,Exclusive,"E-commerce tops the sector with the most complaints received by the National Consumer Complaints Centre for two consecutive years. As more Malaysians turn to the Internet to purchase goods and services, there is a pressing need for an improved legal framework to protect their rights."
Consumers recall less-than-pleasurable online shopping experience,2017-06-04 13:00:00,Exclusive,"B.Y. WEE, retired nurse:"
We have not done anything wrong: Malaysian students detained in UK,2017-05-31 11:30:00,Exclusive,THE 3 Malaysian students who were questioned for almost 3½ hours by the Greater Manchester Police on Monday said they are fine because they have not done anything wrong.
