Title,Time_Created,Category,Teaser
Family pleads for end to speculation over Pahang bomoh's death,"Apr 6, 2021 @ 8:29pm",CRIME & COURTS,KUANTAN: The family of a traditional medicine practitioner who was shot dead at a house near Bukit Rangin Perdana 2 on Sunday is pleading for the public to stop speculating about the incident.
June 11 for hearing of Najib's RM1. 69 billion tax arrears case,"Apr 6, 2021 @ 5:30pm",CRIME & COURTS,KUALA LUMPUR: The High Court has fixed June 11 to hear Datuk Seri Najib Razak's bid to stay the court's order for him to settle RM1.69 billion in additional income tax arrears to the Inland Revenue Board (IRB).
"Cash, luxury yacht, helicopters seized from head of 'project tender cartel'","Apr 6, 2021 @ 3:26pm",CRIME & COURTS,"PUTRAJAYA: The Malaysian Anti-Corruption Commission (MACC) found RM3.5 million cash during a raid at the house of the suspect who headed a ""project tender cartel"", which was crippled on Sunday night."
"Cash, luxury yacht, helicopters seized from head of 'project tender cartel'","Apr 6, 2021 @ 3:26pm",CRIME & COURTS,"PUTRAJAYA: The Malaysian Anti-Corruption Commission (MACC) found RM3.5 million cash during a raid at the house of the suspect who headed a ""project tender cartel"", which was crippled on Sunday night."
MACC busts syndicate hacking Immigration Department's system,"Apr 6, 2021 @ 2:57pm",CRIME & COURTS,"PUTRAJAYA: The Malaysian Anti-Corruption Commission (MACC), with cooperation of the Immigration Department, crippled the biggest syndicate involved in the issuance of fake work permit pass stickers (PLKS) to foreign workers, causing the government hundreds of millions of ringgit in losses."
'Project tender cartel': Material surveyor nabbed for bribery,"Apr 6, 2021 @ 1:23pm",CRIME & COURTS,PUTRAJAYA: A senior officer of a government agency is the latest to be arrested in connection with the “project tender cartel” crippled by the Malaysian Anti-Corruption Commission (MACC) on Sunday night.
Fake officer jailed for duping production company,"Apr 6, 2021 @ 1:18pm",CRIME & COURTS,"KUALA LUMPUR: A man, who impersonated a special officer to a deputy minister, conned a production company owner into giving him RM5,000."
Farmer duped into transferring RM27k to 'wife's relative',"Apr 6, 2021 @ 11:33am",CRIME & COURTS,"KUANTAN: A farmer's good intention to help a relative in need of instant cash turned into a nightmare when he lost RM27,800 of his savings within several hours."
"Drugs from cow dung fungi now popular in clubs, parties","Apr 6, 2021 @ 10:40am",CRIME & COURTS,"KUALA LUMPUR: Police have detected a rather disgusting and dirty method to produce drugs, including using mushroom derived from cow dung."
Shafee ticked off for using improper words against judge who convicted Najib,"Apr 6, 2021 @ 10:33am",CRIME & COURTS,PUTRAJAYA: The lead counsel handling Datuk Seri Najib Razak's appeal hearing was today reminded to use civil words when talking about the High Court judge who convicted the former prime minister of offences related to SRC International Sdn Bhd.
"Paul Yong rape trial: Maid rang Indonesian embassy, pleaded to be rescued","Apr 5, 2021 @ 7:40pm",CRIME & COURTS,"IPOH: The Indonesian maid who was allegedly raped by former state executive councillor Paul Yong Choo Kiong had called the Indonesian embassy in Kuala Lumpur three times, asking to be rescued."
Najib accuses High Court judge of being a greenhorn not fit to handle his 'case of the century',"Apr 5, 2021 @ 7:37pm",CRIME & COURTS,PUTRAJAYA: Datuk Seri Najib Razak started the first day of his appeal hearing trying to convince three judges to overturn his 12-year jail sentence and RM210 million fine by questioning the competency of the High Court judge who convicted and sentenced him.
Heated moments in Apandi's lawsuit against Kit Siang,"Apr 5, 2021 @ 7:08pm",CRIME & COURTS,KUALA LUMPUR: There were some heated moments in former attorney-general (AG) Tan Sri Mohamed Apandi Ali’s defamation suit against DAP adviser Lim Kit Siang today.
Jho Low's mom argues that her bungalow has nothing to do with 1MDB,"Apr 5, 2021 @ 5:21pm",CRIME & COURTS,KUALA LUMPUR: The High Court was today told that a three-storey bungalow in Penang owned by the mother of fugitive businessman Low Taek Jho @ Jho Low had nothing to do with the 1Malaysia Development Bhd (1MDB) scandal.
Stern action if 'Asmaul Husna' deviant group's teachings revived,"Apr 5, 2021 @ 4:12pm",CRIME & COURTS,KOTA BARU: Stern action will be taken against the founders of a deviant group if evidence shows its teachings have been revived in the state despite being banned by the government.
"Pakistani fined, jailed for bribing cop","Apr 5, 2021 @ 3:48pm",CRIME & COURTS,JOHOR BARU: A Pakistani man was fined and jailed after he pleaded guilty at the Sessions Court here to a charge of bribing a policeman at a road block earlier this year.
Paul Yong's rape trial begins,"Apr 5, 2021 @ 2:23pm",CRIME & COURTS,"IPOH: After being postponed for over a year, the rape trial of former state executive councillor, Paul Yong Choo Kiong began today."
"Company owner fined RM24,000 for using fake documents","Apr 5, 2021 @ 1:48pm",CRIME & COURTS,"KOTA KINABALU: A company owner was fined RM24,000 for using forged documents to get a tender project."
Datuk Seri Nicky's photo distributed along country's borders [NSTTV],"Apr 5, 2021 @ 1:42pm",CRIME & COURTS,KOTA BARU: Police have distributed pictures of fugitive businessman Datuk Seri Nicky Liow Soon Hee at all border states in case the 33-year-old tries to flee the country.
Dramatic start to Najib's appeal hearing,"Apr 5, 2021 @ 11:37am",CRIME & COURTS,"PUTRAJAYA: Datuk Seri Najib Razak's appeal hearing involving his SRC International Sdn Bhd case got off to a dramatic start today with his lead counsel first failing to turn up on time, and then persistently arguing for the hearing to be adjourned at least another month."
SRC: Court to hear Najib's appeal tomorrow,"Apr 4, 2021 @ 4:16pm",CRIME & COURTS,"KUALA LUMPUR: Tomorrow, the Court of Appeal is scheduled to hear Datuk Seri Najib Razak’s appeal against his conviction and jail sentence over misappropriation of RM42 million of SRC International Sdn Bhd funds."
"Police bust online gambling syndicate, luxury condo used as call centre","Apr 4, 2021 @ 3:33pm",CRIME & COURTS,"BUKIT MERTAJAM: Police crippled an online gambling syndicate following a raid at a luxury condominium unit which was used as a call centre, here yesterday afternoon."
Six arrested for violating SOP,"Apr 3, 2021 @ 7:54pm",CRIME & COURTS,KUALA LUMPUR: Six people were arrested for flouting the Movement Control Order's Standard Operating Procedures (SOP) yesterday.
Six arrested for violating SOP,"Apr 3, 2021 @ 7:54pm",CRIME & COURTS,KUALA LUMPUR: Six people were arrested for flouting the Movement Control Order's Standard Operating Procedures (SOP) yesterday.
Party over at 'restaurant' as police bust illegal entertainment outlet,"Apr 3, 2021 @ 7:12pm",CRIME & COURTS,"KUALA LUMPUR: Police detained 118 individuals at a ""restaurant"" that was operating beyond the permitted hours at the Khoon Lin Court Building in Jalan Yew, here in the wee hours of this morning."
Masac: Trend of children taking 'pil kuda' worrying,"Apr 3, 2021 @ 6:04pm",CRIME & COURTS,"KUALA LUMPUR: The Malaysian Substance Abuse Council (Masac) says ""pil kuda"" addiction among children is worrying especially in areas near the country’s borders."
Wife of JB murder victim remanded a week,"Apr 3, 2021 @ 5:20pm",CRIME & COURTS,"JOHOR BARU: The wife of a murder victim in Kampung Desa Makmur, Majidee here has been remanded for seven days to assist in investigations."
"Russian activist no longer at Orang Asli village, says police","Apr 3, 2021 @ 4:32pm",CRIME & COURTS,"IPOH: A Russian activist who allegedly continued to collect donations for an Orang Asli community program in Tapah, even though the program has been cancelled, has left the settlement."
"Accused of having an affair, wife attacks husband","Apr 3, 2021 @ 4:27pm",CRIME & COURTS,"BUTTERWORTH: A man sustained scratches on his body and face after he was attacked by his wife at their house in Pangsapuri Seri Bayu, Telok Air Tawar here on Thursday."
'Datuk Seri' among those nabbed at entertainment centre,"Apr 3, 2021 @ 11:29am",CRIME & COURTS,"BUKIT MERTAJAM: A businessman, with a Datuk Seri title, was among 32 individuals slapped with compounds for flouting the standard operating procedure (SOP) during the Conditional Movement Control Order (CMCO) at an entertainment centre in Pusat Perniagaan Gemilang here at midnight."
100 people busted for breaking SOP,"Apr 2, 2021 @ 7:25pm",CRIME & COURTS,KUALA LUMPUR: A total of 100 people were arrested yesterday for violating the Standard Operating Procedures (SOP) of the Movement Control Order (MCO).
Driver in fatal Penang crash may have assaulted man prior to accident,"Apr 2, 2021 @ 6:42pm",CRIME & COURTS,"GEORGE TOWN: Police are probing claims that a man, who died in a road crash here yesterday afternoon, had assaulted another man moments before his fatal accident."
Man remanded for pretending to be minister's aide and seeking bribe,"Apr 2, 2021 @ 5:24pm",CRIME & COURTS,KUALA LUMPUR: A 38-year-old man was remanded for five days to aid a probe into claims he allegedly solicited bribes from a production company by pretending to be a special officer to a deputy minister.
High Court quashes detention order signed by 'Muhyiddin Mohd Yassin',"Apr 2, 2021 @ 4:22pm",CRIME & COURTS,SHAH ALAM: The High Court here today quashed a preventive detention order signed by Prime Minister Tan Sri Muhyiddin Yassin using his ‘public name’ last year.
"Senior military officer, contractor detained","Apr 2, 2021 @ 3:44pm",CRIME & COURTS,"KUALA LUMPUR: A senior military officer and a contractor were remanded for seven days, starting today, for allegedly asking and receiving RM16,000 from a supplier company doing service work at a military camp."
"Photographer slapped with RM15,000 fine for insulting Hinduism","Apr 2, 2021 @ 1:04pm",CRIME & COURTS,"KUALA LUMPUR: A photographer was today fined RM15,000 for insulting Hinduism on Facebook, two years ago."
2 elderly women lose RM50k each in investment scam,"Apr 2, 2021 @ 12:19pm",CRIME & COURTS,"KUANTAN: Two elderly women have allegedly been cheated of RM50,000 each, following an ""investment"" in a padi planting scheme in Cambodia about seven years ago."
JIPS seeking list of cops involved in aiding Nicky Gang mastermind,"Apr 1, 2021 @ 8:09pm",CRIME & COURTS,"KUALA LUMPUR: The Federal police Integrity and Standards Compliance Department (JIPS) is in the midst of obtaining the names of policemen allegedly involved in colluding with the Nicky Gang and its leader, Datuk Seri Nicky Liow Soon Hee."
"South Korean prosecution, Malaysian police bust international drug cartel in joint operation","Apr 1, 2021 @ 4:51pm",CRIME & COURTS,"SEOUL: South Korea’s prosecution has busted an international drug cartel and tracked down its drug manufacturing facility in cooperation with Malaysian police, reports Yonhap news agency quoting officials on Thursday."
Lawyer says money in the bank accounts of Roger Ng and wife not from 1MDB,"Apr 1, 2021 @ 4:37pm",CRIME & COURTS,KUALA LUMPUR: A lawyer today argued that money in the bank accounts of former Goldman Sachs banker Roger Ng and that of his wife had no connection with the 1Malaysia Development Bhd (1MDB) scandal.
Johor police hand over Datuk Seri Nicky's name to Interpol,"Apr 1, 2021 @ 4:22pm",CRIME & COURTS,"BATU PAHAT: Police have submitted an application to include fugitive businessman, Datuk Seri Nicky Liow Soon Hee in the International Criminal Police Organisation's (Interpol) wanted list."
11 foreign workers arrested near Kulai for rioting,"Apr 1, 2021 @ 3:47pm",CRIME & COURTS,KULAI: Eleven Myanmar workers were arrested here for alleged involvement in a fight that left four other foreign workers injured.
GOF seizes contraband liquor near Sungai Buloh,"Apr 1, 2021 @ 3:19pm",CRIME & COURTS,"KUALA LUMPUR: The General Operations Force (GOF) Central Brigade Cheras seized 10,452 litres of contraband liquor worth RM655,858 following a raid at a premises near Taman Industri Sungai Buloh here, yesterday."
GOF seizes contraband liquor near Sungai Buloh,"Apr 1, 2021 @ 3:19pm",CRIME & COURTS,"KUALA LUMPUR: The General Operations Force (GOF) Central Brigade Cheras seized 10,452 litres of contraband liquor worth RM655,858 following a raid at a premises near Taman Industri Sungai Buloh here, yesterday."
"Ex-bank president, 3 others arrested for allegedly receiving bribes to approve RM400mil loan","Apr 1, 2021 @ 3:15pm",CRIME & COURTS,PUTRAJAYA: A former bank president-cum-managing director with the ‘Datuk’ title was among four individuals arrested by the Malaysian Anti-Corruption Commission (MACC) for allegedly receiving bribes to approve a financial loan of RM400 million.
Additional 10 days fixed for 1MDB audit tampering trial,"Apr 1, 2021 @ 2:01pm",CRIME & COURTS,KUALA LUMPUR: The High Court has fixed an additional 10 days for the audit tampering trial involving Datuk Seri Najib Razak and 1Malaysia Development Berhad (1MDB) former chief executive officer Arul Kanda Kandasamy.
